BoroName,the_geom,BoroCode,OBJECTID,BoroCD,CounDist,AssemDist,StSenDist,CongDist,SHELTER_ID,LOCATION,AT_BETWEEN,LONGITUDE,LATITUDE,FEMAFldz,FEMAFldT,HrcEvac
Manhattan,POINT (-73.94282756664022 40.79923972421902),1,1609,111,8,68,30,13,MN01092,E 116 ST,PARK AV,-73.942829,40.799248,X,AREA OF MINIMAL FLOOD HAZARD,6.0
Manhattan,POINT (-73.97562756096781 40.7251597404269),1,1610,103,2,74,27,12,MN01093,E 10 ST,AV D,-73.975629,40.725168,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1.0
Manhattan,POINT (-73.94302256671772 40.7853377273781),1,1611,111,8,68,29,13,MN01096,1 AV,E 99 ST,-73.943024,40.785346000000004,AE,,2.0
Manhattan,POINT (-73.94156256763762 40.7873487270008),1,1612,111,8,68,30,13,MN01097,1 AV,E 102 ST,-73.941564,40.787357,AE,,2.0
Manhattan,POINT (-73.93728056893664 40.79320372500311),1,1613,111,8,68,30,13,MN01098,1 AV,E 111 ST,-73.937282,40.793212,AE,,3.0
Manhattan,POINT (-73.93808456813228 40.797242725111545),1,1614,111,8,68,29,13,MN01099,E 116 ST,2 AV,-73.938086,40.797251,X,AREA OF MINIMAL FLOOD HAZARD,4.0
Manhattan,POINT (-73.96049956289107 40.76607773155537),1,1615,108,4,76,28,12,MN0110,2 AV,E 68 ST,-73.96050100000001,40.766086,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.95182956465987 40.7901957265226),1,1616,111,8,68,30,13,MN01102,MADISON AV,E 101 ST,-73.951831,40.790203999999996,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.95102356468136 40.79132172670358),1,1617,111,8,68,30,13,MN01103,MADISON AV,E 102 ST,-73.951025,40.79133,X,AREA OF MINIMAL FLOOD HAZARD,4.0
Manhattan,POINT (-73.93391556887354 40.80249072370821),1,1618,111,8,68,30,13,MN01105,2 AV,E 125 ST,-73.93391700000001,40.802499,X,AREA OF MINIMAL FLOOD HAZARD,4.0
Manhattan,POINT (-73.92798156739067 40.857061712779654),1,1619,112,10,72,31,13,MN01106,FT GEORGE AV,FT GEORGE HILL,-73.927983,40.85707,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.93534056652558 40.84180571556308),1,1620,112,10,72,31,13,MN01108,AMSTERDAM AV,W 171 ST,-73.935342,40.841814,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.93352256588784 40.855089713452195),1,1621,112,10,72,31,13,MN01109,BROADWAY,W 189 ST,-73.933524,40.855098,X,AREA OF MINIMAL FLOOD HAZARD,
Manhattan,POINT (-73.9398465653279 40.84127471572713),1,1622,112,10,71,31,13,MN01110,BROADWAY,W 168 ST,-73.939848,40.841283000000004,X,AREA OF MINIMAL FLOOD HAZARD,
